,id,age,sex,edu,country,ethnicity,neuroticism,extraversion,openness,agreeableness,conscientiousness,impulsiveness,sensationseeking,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semeron,VSA
32,32,0.5121787056174071,-1.0005306447706963,-1.1432534440424227,-0.3302066086228747,0.2553580507610685,-1.1954511421927851,-0.8234372720872544,0.1881053565451445,-0.6005357730124321,0.08079446195667571,-1.3201049290467535,-0.9496709137686472,3,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0
33,33,0.5121787056174071,0.9994696366638347,0.9332194083937105,0.7953620301730003,0.2553580507610685,-0.8670751666208126,-1.2664529483933549,0.03612138865504669,0.48674050647426464,0.08079446195667571,0.09402528003818515,-0.9496709137686472,6,1,1,0,6,3,6,0,0,0,0,0,0,0,0,1,6,0,0
34,34,-1.0538502645185417,0.9994696366638347,0.9332194083937105,0.7953620301730003,0.2553580507610685,0.4464287356670773,-0.23274970367912057,0.34008932443524226,1.2633664203933337,-0.06274706564778583,-0.8487281926851072,-1.6913861292042802,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
35,35,0.5121787056174071,0.9994696366638347,0.9332194083937105,-1.4557752474187498,-0.7151055090869426,1.1031806868110223,0.6532816489330802,0.9480251959956334,-3.0857386975534533,-0.7804547036700935,0.5654020163998313,1.6463323402560683,4,2,1,1,5,2,5,2,1,1,1,2,1,1,1,1,5,0,1
36,36,2.86122216082133,0.9994696366638347,-0.10501701782435606,0.7953620301730003,0.2553580507610685,-0.31978187400085845,-0.8234372720872544,-2.6995900333667135,-0.28988540744480445,-0.7804547036700935,0.5654020163998313,-1.6913861292042802,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0
37,37,0.5121787056174071,0.9994696366638347,0.9332194083937105,0.7953620301730003,0.2553580507610685,-0.31978187400085845,-0.5280934878831874,-0.1158625792350511,0.02076495812282316,-1.6417038692968628,-0.37735145632346107,-0.2079556983330142,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
38,38,2.078207675753356,0.9994696366638347,-0.10501701782435606,-1.4557752474187498,0.2553580507610685,0.3369700771430865,0.3579378647290133,1.1000091638857312,0.176090140906637,-0.636913176065632,0.5654020163998313,-0.5788133060508307,6,1,2,1,6,3,4,1,0,0,0,0,0,1,0,1,6,0,0
39,39,1.2951931906853815,0.9994696366638347,0.9332194083937105,0.7953620301730003,0.2553580507610685,-1.5238271177647575,1.243969217341214,0.34008932443524226,0.02076495812282316,0.7985020999789835,-0.37735145632346107,-0.9496709137686472,6,1,0,0,4,1,5,0,0,0,0,0,0,0,0,1,1,0,0
40,40,2.86122216082133,-1.0005306447706963,-1.8354110615211339,0.7953620301730003,0.2553580507610685,-0.31978187400085845,-0.9711091641892878,-1.1797503544657357,-0.7558609557962459,0.5114190447700603,-1.3201049290467535,-0.2079556983330142,6,0,0,0,6,1,6,0,0,0,0,0,1,0,4,0,1,0,0
41,41,0.5121787056174071,0.9994696366638347,0.24106179091499946,0.7953620301730003,0.2553580507610685,0.00859410157111402,-0.38042159578115403,0.03612138865504669,-2.1537876008505705,0.7985020999789835,-0.8487281926851072,0.1629019093848023,5,1,0,2,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
42,42,0.5121787056174071,-1.0005306447706963,0.9332194083937105,0.7953620301730003,0.2553580507610685,0.8842633697630407,0.06259408052494635,1.1000091638857312,1.729341968744775,-0.3498301208567089,-0.37735145632346107,-0.2079556983330142,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,1,0,0
43,43,0.5121787056174071,0.9994696366638347,0.24106179091499946,0.7953620301730003,0.2553580507610685,-0.21032321547686764,-0.9711091641892878,-1.3317343223558333,0.02076495812282316,-0.636913176065632,-0.37735145632346107,-0.5788133060508307,6,0,3,5,6,2,4,6,0,4,0,2,2,0,0,0,1,0,0
44,44,0.5121787056174071,0.9994696366638347,-1.8354110615211339,0.7953620301730003,0.2553580507610685,-0.9765338251448035,-0.5280934878831874,-0.2678465471251489,-0.13456022466099066,-1.0675377588790167,-0.37735145632346107,-0.2079556983330142,6,2,2,0,6,3,6,3,0,2,0,0,0,2,0,0,6,0,0
45,45,-0.2708357794505673,0.9994696366638347,0.9332194083937105,0.7953620301730003,-0.7151055090869426,-1.0859924836687942,1.3916411094432475,0.4920732923253401,1.2633664203933337,0.942043627583445,-0.37735145632346107,0.1629019093848023,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0
46,46,-0.2708357794505673,-1.0005306447706963,0.9332194083937105,0.7953620301730003,0.2553580507610685,-0.5386991910488401,0.5056097568310467,1.251993131775829,0.9527160548257061,1.516209738001291,-1.3201049290467535,-2.0622437369220967,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
47,47,1.2951931906853815,-1.0005306447706963,0.587140599654355,0.42017248390770867,0.2553580507610685,0.3369700771430865,0.6532816489330802,-1.1797503544657357,0.3314153236904508,1.3726682103968295,-0.8487281926851072,-0.9496709137686472,3,0,0,0,6,1,4,0,0,0,0,0,0,1,0,0,2,0,1
48,48,1.2951931906853815,0.9994696366638347,0.24106179091499946,0.7953620301730003,0.2553580507610685,-1.85220309333673,0.8009535410351136,0.34008932443524226,0.9527160548257061,1.0855851551879065,-1.7914816654083996,-1.3205285214864637,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0
49,49,1.2951931906853815,0.9994696366638347,-1.1432534440424227,0.7953620301730003,0.2553580507610685,0.11805276009510485,-0.8234372720872544,-0.2678465471251489,-0.13456022466099066,-0.636913176065632,0.09402528003818515,-0.9496709137686472,6,1,1,0,6,5,6,1,0,0,0,0,0,0,0,1,6,0,0
50,50,-0.2708357794505673,-1.0005306447706963,0.24106179091499946,0.7953620301730003,-1.6855690689349538,0.8842633697630407,-0.5280934878831874,-2.0916541618063222,-0.9111861385800598,0.3678775171655988,0.5654020163998313,1.2754747325382518,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,0
51,51,0.5121787056174071,0.9994696366638347,0.24106179091499946,0.7953620301730003,0.2553580507610685,1.1031806868110223,-0.0850778115770871,-0.1158625792350511,-1.2218365041476873,0.08079446195667571,-0.8487281926851072,-0.9496709137686472,6,1,2,1,6,3,6,2,0,3,0,0,2,1,0,3,6,0,0
52,52,1.2951931906853815,0.9994696366638347,-1.8354110615211339,0.42017248390770867,0.2553580507610685,1.212639345335013,0.9486254331371471,-0.5718144829053444,-0.9111861385800598,-2.0723284521102476,1.97953222548477,1.6463323402560683,2,1,1,1,6,2,6,1,0,0,0,0,0,1,0,1,2,0,0
53,53,2.078207675753356,-1.0005306447706963,0.9332194083937105,0.7953620301730003,0.2553580507610685,-0.21032321547686764,0.06259408052494635,-1.4837182902459312,0.3314153236904508,-0.7804547036700935,0.5654020163998313,-1.6913861292042802,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
54,54,1.2951931906853815,0.9994696366638347,0.24106179091499946,0.7953620301730003,0.2553580507610685,-1.4143684592407668,-0.0850778115770871,1.1000091638857312,0.3314153236904508,0.3678775171655988,-0.37735145632346107,-0.2079556983330142,5,1,1,0,6,1,5,1,0,1,0,0,0,1,0,1,1,0,0
55,55,2.078207675753356,0.9994696366638347,-1.1432534440424227,0.7953620301730003,0.2553580507610685,0.00859410157111402,1.0962973252391806,-0.5718144829053444,-1.0665113213638735,-1.211079286483478,1.5081554891231237,1.2754747325382518,6,0,0,0,6,2,6,6,0,3,0,0,3,1,0,1,1,0,0
56,56,2.078207675753356,-1.0005306447706963,-1.8354110615211339,0.7953620301730003,0.2553580507610685,0.00859410157111402,-0.6757653799852209,-1.1797503544657357,-0.4452105902286183,-0.3498301208567089,-1.3201049290467535,-2.0622437369220967,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
57,57,0.5121787056174071,-1.0005306447706963,0.587140599654355,0.7953620301730003,0.2553580507610685,0.00859410157111402,0.06259408052494635,-1.7876862260261268,0.02076495812282316,0.3678775171655988,-1.3201049290467535,-1.6913861292042802,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
58,58,-0.2708357794505673,-1.0005306447706963,0.9332194083937105,0.7953620301730003,0.2553580507610685,-0.648157849572831,0.6532816489330802,-2.0916541618063222,0.3314153236904508,0.7985020999789835,-0.8487281926851072,-0.5788133060508307,1,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
59,59,1.2951931906853815,0.9994696366638347,-0.4510958265637116,0.7953620301730003,0.2553580507610685,0.22751141861909568,0.6532816489330802,0.03612138865504669,-0.4452105902286183,-0.3498301208567089,1.97953222548477,1.2754747325382518,5,1,1,0,6,5,5,5,2,3,1,3,3,1,0,2,6,0,1
60,60,1.2951931906853815,0.9994696366638347,0.9332194083937105,0.7953620301730003,0.2553580507610685,-0.5386991910488401,-1.2664529483933549,-1.3317343223558333,-1.687812052499129,-0.06274706564778583,-1.3201049290467535,-1.6913861292042802,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
61,61,-0.2708357794505673,-1.0005306447706963,-1.4893322527817783,0.7953620301730003,0.2553580507610685,1.4315566623829947,0.3579378647290133,0.34008932443524226,-0.28988540744480445,-0.20628859325224738,-1.3201049290467535,0.1629019093848023,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
62,62,1.2951931906853815,0.9994696366638347,0.24106179091499946,0.7953620301730003,-5.567423308326998,-1.961661751860721,1.539313001545281,1.251993131775829,0.176090140906637,1.2291266827923681,-1.3201049290467535,-1.3205285214864637,5,1,0,0,4,1,5,0,0,0,0,0,0,0,0,1,0,0,1
63,63,-0.2708357794505673,0.9994696366638347,0.9332194083937105,0.7953620301730003,0.2553580507610685,-0.648157849572831,-1.4141248404953883,-1.9396701939162246,-1.3771616869315013,0.5114190447700603,-1.3201049290467535,-1.3205285214864637,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,0
64,64,1.2951931906853815,0.9994696366638347,0.9332194083937105,0.7953620301730003,0.2553580507610685,1.1031806868110223,-0.23274970367912057,-0.7237984507954422,-0.6005357730124321,0.08079446195667571,-1.3201049290467535,-1.3205285214864637,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
65,65,1.2951931906853815,0.9994696366638347,-1.4893322527817783,0.7953620301730003,0.2553580507610685,-1.5238271177647575,0.5056097568310467,1.1000091638857312,-0.4452105902286183,0.942043627583445,-1.3201049290467535,-0.5788133060508307,6,1,0,1,6,6,5,4,0,0,0,0,0,1,0,1,1,0,0
66,66,0.5121787056174071,0.9994696366638347,0.587140599654355,0.7953620301730003,0.2553580507610685,0.7748047112390498,0.5056097568310467,-0.8757824186855401,1.10804123760952,0.6549605723745219,0.5654020163998313,-0.2079556983330142,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
67,67,1.2951931906853815,0.9994696366638347,-1.1432534440424227,0.7953620301730003,0.2553580507610685,-1.0859924836687942,-0.6757653799852209,-1.1797503544657357,1.2633664203933337,0.5114190447700603,-0.8487281926851072,-1.3205285214864637,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
68,68,-0.2708357794505673,0.9994696366638347,0.24106179091499946,0.7953620301730003,0.2553580507610685,-0.4292405325248493,-0.23274970367912057,1.1000091638857312,-0.9111861385800598,-0.06274706564778583,1.0367787527614776,-0.2079556983330142,5,1,1,0,6,2,5,1,0,0,0,0,0,1,0,1,5,0,0
69,69,0.5121787056174071,0.9994696366638347,-1.8354110615211339,-0.3302066086228747,0.2553580507610685,-0.9765338251448035,0.06259408052494635,0.34008932443524226,-0.13456022466099066,-0.20628859325224738,-0.37735145632346107,0.1629019093848023,5,1,1,0,5,2,6,3,0,2,0,1,1,1,0,1,1,0,0
70,70,1.2951931906853815,-1.0005306447706963,-1.1432534440424227,0.7953620301730003,0.2553580507610685,-0.10086455695287681,-0.6757653799852209,-1.7876862260261268,0.3314153236904508,0.08079446195667571,-1.3201049290467535,-0.9496709137686472,6,0,0,6,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0
71,71,-0.2708357794505673,0.9994696366638347,0.587140599654355,0.7953620301730003,0.2553580507610685,-0.4292405325248493,-0.23274970367912057,0.1881053565451445,-1.9984624180667565,-0.20628859325224738,0.5654020163998313,0.9046171248204353,6,2,1,0,4,2,6,3,0,3,0,2,2,2,0,0,2,0,1
72,72,1.2951931906853815,-1.0005306447706963,-0.4510958265637116,0.42017248390770867,0.2553580507610685,-0.5386991910488401,1.0962973252391806,-0.2678465471251489,1.10804123760952,0.22433598956113726,-1.7914816654083996,-0.9496709137686472,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0
73,73,1.2951931906853815,0.9994696366638347,-0.4510958265637116,0.7953620301730003,0.2553580507610685,-1.5238271177647575,0.9486254331371471,0.03612138865504669,0.48674050647426464,0.942043627583445,0.09402528003818515,0.5337595171026188,6,1,1,0,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0
74,74,1.2951931906853815,0.9994696366638347,-1.8354110615211339,0.7953620301730003,0.2553580507610685,-0.7576165080968218,-0.5280934878831874,-0.2678465471251489,0.3314153236904508,1.0855851551879065,-0.8487281926851072,-0.2079556983330142,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
75,75,2.86122216082133,-1.0005306447706963,-1.1432534440424227,0.7953620301730003,0.2553580507610685,-1.1954511421927851,-1.8571405168014885,-3.003557969146909,-1.5324868697153151,0.3678775171655988,0.5654020163998313,-2.0622437369220967,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
76,76,-0.2708357794505673,0.9994696366638347,0.9332194083937105,0.7953620301730003,0.2553580507610685,-0.21032321547686764,0.2102659726269798,-1.635702258136029,-0.7558609557962459,-0.3498301208567089,0.5654020163998313,-0.2079556983330142,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
77,77,1.2951931906853815,-1.0005306447706963,-0.7971746353030672,0.42017248390770867,0.2553580507610685,-0.4292405325248493,-0.6757653799852209,-1.635702258136029,0.48674050647426464,0.6549605723745219,-1.7914816654083996,-2.0622437369220967,4,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0
78,78,0.5121787056174071,0.9994696366638347,0.9332194083937105,0.7953620301730003,0.2553580507610685,0.11805276009510485,-1.709468624699455,-0.5718144829053444,-1.2218365041476873,-0.3498301208567089,-0.37735145632346107,-2.0622437369220967,3,1,0,0,6,2,5,1,0,1,0,0,0,1,0,0,6,0,0
79,79,0.5121787056174071,0.9994696366638347,0.587140599654355,0.7953620301730003,0.2553580507610685,-0.8670751666208126,-0.8234372720872544,-2.24363812969642,-1.687812052499129,-2.3594115073191704,-1.7914816654083996,-1.3205285214864637,6,0,1,0,6,1,5,1,0,1,0,0,0,0,0,0,3,0,1
80,80,0.5121787056174071,0.9994696366638347,-1.8354110615211339,0.7953620301730003,0.2553580507610685,-0.4292405325248493,-0.8234372720872544,-2.0916541618063222,1.10804123760952,-0.636913176065632,-0.37735145632346107,-0.2079556983330142,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
81,81,2.86122216082133,-1.0005306447706963,-1.4893322527817783,0.42017248390770867,0.2553580507610685,0.00859410157111402,0.3579378647290133,0.4920732923253401,-0.13456022466099066,1.3726682103968295,-0.37735145632346107,-0.2079556983330142,6,0,0,3,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0
82,82,2.078207675753356,-1.0005306447706963,0.9332194083937105,0.7953620301730003,0.2553580507610685,-0.8670751666208126,-1.2664529483933549,0.03612138865504669,-0.9111861385800598,-0.06274706564778583,1.0367787527614776,0.5337595171026188,5,1,1,1,6,2,6,1,0,0,1,0,0,1,1,1,1,0,0
83,83,2.078207675753356,0.9994696366638347,0.24106179091499946,0.42017248390770867,0.2553580507610685,-1.85220309333673,1.3916411094432475,-1.027766386575638,0.6420656892580784,1.3726682103968295,-0.37735145632346107,-1.3205285214864637,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
84,84,2.078207675753356,-1.0005306447706963,-0.7971746353030672,0.7953620301730003,-1.6855690689349538,1.1031806868110223,-0.9711091641892878,-1.1797503544657357,1.4186916031771475,-1.7852453969013242,0.09402528003818515,-0.2079556983330142,3,0,0,5,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0
85,85,1.2951931906853815,0.9994696366638347,-1.1432534440424227,0.7953620301730003,0.2553580507610685,-0.4292405325248493,0.2102659726269798,-0.2678465471251489,-0.28988540744480445,-0.06274706564778583,-1.3201049290467535,0.1629019093848023,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
86,86,-0.2708357794505673,-1.0005306447706963,-0.4510958265637116,0.7953620301730003,0.2553580507610685,-0.5386991910488401,0.06259408052494635,-1.635702258136029,0.176090140906637,0.5114190447700603,0.5654020163998313,1.2754747325382518,3,0,1,0,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0
87,87,0.5121787056174071,0.9994696366638347,0.587140599654355,0.7953620301730003,0.2553580507610685,0.7748047112390498,-0.0850778115770871,-1.1797503544657357,0.176090140906637,-0.06274706564778583,-0.37735145632346107,0.5337595171026188,5,0,1,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,0
88,88,2.078207675753356,0.9994696366638347,-1.1432534440424227,0.7953620301730003,0.2553580507610685,-0.9765338251448035,0.2102659726269798,-0.4198305150152467,-0.28988540744480445,0.3678775171655988,-0.8487281926851072,0.5337595171026188,5,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
